DISTRIBUCIONES LORTIZ DIST LORTIZ DLORTIZ S.A.;;;;;;;;;;;;;;;;;;
Reporte de Saldos de Inventario por Bodega;;;;;;;;;;;;;;;;;;
Fecha de Corte: 2026-05-08;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Código;Categoría;Producto;Unidad;Código de catálogo;PVP;Costo;Marca;Almacenes;Bodegas Principales;Bodegas Showroom;Oficina Adams;Bodega Mercaderia en Transito;Bodega 2;Bodega Web;BODEGAS BATAN;Bodegas Muestras;BODEGAS TEMPORALES LAVANDERIA;Total General
008-BLACK-BC-2/56;TERNO / CABALLERO ;TERNO P/CABALLERO 2 BOTONES BRUNO CASSINI;Unidad;IMP-DONYANG-23-01-2019 - 01-08-2019;243,39;43,83;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
008-BLACK-BC-2/58;TERNO / CABALLERO ;TERNO P/CABALLERO 2 BOTONES BRUNO CASSINI;Unidad;IMP-DONYANG-23-01-2019 - 01-08-2019;243,39;43,83;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
008-BLACK-BC-2/60;TERNO / CABALLERO ;TERNO P/CABALLERO XL BRUNO CASSINI;Unidad;IMP-DONYANG-01-08-2019;217,3;41,13;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
008-BLACK-BC-2/62;TERNO / CABALLERO ;TERNO P/CABALLERO XL BRUNO CASSINI;Unidad;IMP-DONYANG-01-08-2019;217,3;41,13;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
008-BLACK-BC-2/64;TERNO / CABALLERO ;TERNO P/CABALLERO XL BRUNO CASSINI;Unidad;IMP-DONYANG-01-08-2019;217,3;41,13;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
008-BLACK-BC-2/66;TERNO / CABALLERO ;TERNO P/CABALLERO XL BRUNO CASSINI;Unidad;IMP-DONYANG-01-08-2019;217,3;41,13;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
008-BLACK-BC-2/68;TERNO / CABALLERO ;TERNO P/CABALLERO XL BRUNO CASSINI;Unidad;IMP-DONYANG-01-08-2019;217,3;41,13;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
008-BLACK-BC-2/70;TERNO / CABALLERO ;TERNO P/CABALLERO XL BRUNO CASSINI;Unidad;IMP-DONYANG-01-08-2019;217,3;41,13;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
008-BLACK/58;TERNO / CABALLERO ;H. TERNO BRUNO CASSINI 58/42;Unidad;;146;42,4;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
008-NVYBOYS/10;ROPA DE NIÑOS;TERNO P/NINO;Unidad;;71,34;32,3;TERNO P/NIÑO;;;;;;;;;;;0,00
009-99;ROPA DE NIÑOS;BLUSA P/NINA;Unidad;;10,35;5;;3,00;;;;;;;;;;3,00
009-ZOLEY-VEST/L;VESTIDO;VESTIDO DAMA SEDA FUCSIA - CELESTE;Unidad;18 NOVIEMBRE 2024- KERLY LLERENA;117,3;56,4;;;;;;;;;;;;0,00
009-ZOLEY-VEST/XL;VESTIDO;VESTIDO DAMA SEDA FUCSIA - CELESTE;Unidad;18 NOVIEMBRE 2024- KERLY LLERENA;117,3;56,4;;;;;;;;;;;;0,00
01/FA750019W090;JEANS/CABALLEROS ;JEANS EXTRA DON GIOVANNI;Unidad;;57,95;40;ANTHONY MORATO PANTALONES;;;;;;;;;;;0,00
01/FA760005;JEANS/CABALLEROS ;PANTALON MORATO ROSADO/AZUL/VARIOS/BLANCO;Unidad;;39,04;40;ANTHONY MORATO PANTALONES;;;;;;1,00;;;;;1,00
01/FA760005-RO;JEANS/CABALLEROS ;PANTALON MORATO ROSADO MODEL;Unidad;;30,35;40;ANTHONY MORATO PANTALONES;;;;;;;;;;;0,00
01/FA760006;PANTALON / CABALLERO ;PANTALON EXTRA SKINNY CAFÉ CLARO;Unidad;;56,43;40;ANTHONY MORATO PANTALONES;;;;;;;;;;;0,00
01/FA800009;JEANS/CABALLEROS ;JEANS EXTRA SKINNY NARANJA/AZUL/BLANCO;Unidad;;39,04;40;ANTHONY MORATO PANTALONES;1,00;;;;;1,00;;;;;2,00
010-ZOLEY-VEST/L;VESTIDO;VESTIDO DAMA SEDA VERDE CLARO;Unidad;18 NOVIEMBRE 2024- KERLY LLERENA;117,3;54,4;;;;;;;;;;;;0,00
010-ZOLEY-VEST/XL;VESTIDO;VESTIDO DAMA SEDA VERDE CLARO;Unidad;18 NOVIEMBRE 2024- KERLY LLERENA;117,3;54,4;;;;;;;;;;;;0,00
010/FA700006W012;JEANS/CABALLEROS ;JEANS REGULAR;Unidad;;57,95;40;ANTHONY MORATO PANTALONES;;;;;;;;;;;0,00
011-ZOLEY-BL/L;BLUSA;BLUSA DAMA ZOLEY BLANCA;Unidad;18 NOVIEMBRE 2024- KERLY LLERENA;50,35;26,2;;;;;;;;;;;;0,00
011-ZOLEY-BL/M;BLUSA;BLUSA DAMA ZOLEY BLANCA;Unidad;18 NOVIEMBRE 2024- KERLY LLERENA;50,35;26,2;;;;;;;;;;;;0,00
011-ZOLEY-BL/XL;BLUSA;BLUSA DAMA ZOLEY BLANCA;Unidad;18 NOVIEMBRE 2024- KERLY LLERENA;50,35;26,2;;;;;;;;;;;;0,00
011-ZOLEY-PANT/L;PANTALON / DAMA ;PANTALON DAMA BLANCO;Unidad;18 NOVIEMBRE 2024- KERLY LLERENA;56,44;26,2;;;;;;;;;;;;0,00
011-ZOLEY-PANT/M;PANTALON / DAMA ;PANTALON DAMA BLANCO;Unidad;18 NOVIEMBRE 2024- KERLY LLERENA;56,44;26,2;;;;;;;;;;;;0,00
011-ZOLEY-PANT/XL;PANTALON / DAMA ;PANTALON DAMA BLANCO;Unidad;18 NOVIEMBRE 2024- KERLY LLERENA;56,44;26,2;;;;;;;;;;;;0,00
016-ZOLEY-FLD/L;FALDA ;FALDA DAMA ZOLEY FUCSIA  Y BLANCO;Unidad;18 NOVIEMBRE 2024- KERLY LLERENA;56,44;24,9;;;;;;;;;;;;0,00
016-ZOLEY-FLD/M;FALDA ;FALDA DAMA ZOLEY FUCSIA  Y BLANCO;Unidad;18 NOVIEMBRE 2024- KERLY LLERENA;56,44;24,9;;;;;;;;;;;;0,00
016-ZOLEY-TOP/L;TOP / DAMAS;TOP DAMA ZOLEY FUCSIA  Y BLANCO;Unidad;18 NOVIEMBRE 2024- KERLY LLERENA;43,39;24,9;;1,00;;;;;;;;;;1,00
016-ZOLEY-TOP/M;TOP / DAMAS;TOP DAMA ZOLEY FUCSIA  Y BLANCO;Unidad;18 NOVIEMBRE 2024- KERLY LLERENA;43,39;24,9;;;;;;;;;;;;0,00
0186;VESTIDOS DE FIESTA;VESTIDO  LARGO RANIAS;Unidad;;228,48;116,24;VESTIDOS AURA DEFAS 2018;;;;;;;;;;;0,00
02/FA750011W097;JEANS/CABALLEROS ;JEANS SUPER SKINNY;Unidad;;57,95;40;ANTHONY MORATO PANTALONES;;;;;;;;;;;0,00
02/FA800027;PANTALON / CABALLERO ;PANTALON EXTRA SKINNY ROS/GRIS/VERDE/BLANCO;Unidad;;86,87;40;ANTHONY MORATO PANTALONES;;;;;;;;;;;0,00
02/FA800027-BR;BERMUDA;BERMUDA EXTRA SKINNY ROS/GRIS/VERDE/BLANCO ;Unidad;;56,43;35;MORATO BERMUDA;;;;;;;;;;;0,00
025-22/46;LEVA;LEVA P/CABALLERO BRUNO CASSINI;Unidad;TERNO-ENERO-2019;126;18,74;CASSINI LEVAS/CABALLEROS;;;;;;;;;;;0,00
025-22/48;LEVA;LEVA P/CABALLERO BRUNO CASSINI;Unidad;TERNO-ENERO-2019;126;18,74;CASSINI LEVAS/CABALLEROS;;;;;;;;;;;0,00
025-22/50;LEVA;LEVA P/CABALLERO BRUNO CASSINI;Unidad;TERNO-ENERO-2019;78,17;18,74;CASSINI LEVAS/CABALLEROS;;;;;;;;;;;0,00
025-22/52;LEVA;LEVA P/CABALLERO BRUNO CASSINI;Unidad;TERNO-ENERO-2019;126;18,74;CASSINI LEVAS/CABALLEROS;;;;;;;;;;;0,00
025-22/54;LEVA;LEVA P/CABALLERO BRUNO CASSINI;Unidad;TERNO-ENERO-2019;126;18,74;CASSINI LEVAS/CABALLEROS;;;;;;;;;;;0,00
025-22/56;LEVA;LEVA P/CABALLERO BRUNO CASSINI;Unidad;TERNO-ENERO-2019;126;18,74;CASSINI LEVAS/CABALLEROS;;;;;;;;;;;0,00
025-22/58;LEVA;LEVA P/CABALLERO BRUNO CASSINI;Unidad;TERNO-ENERO-2019;126;18,74;CASSINI LEVAS/CABALLEROS;;;;;;;;;;;0,00
025-23/48;LEVA;LEVA P/CABALLERO BRUNO CASSINI;Unidad;;126;36,79;CASSINI LEVAS/CABALLEROS;;;;;;;;;;;0,00
025-23/50;LEVA;LEVA P/CABALLERO BRUNO CASSINI;Unidad;;126;45,14;CASSINI LEVAS/CABALLEROS;;;;;;;;;;;0,00
025-23/52;LEVA;LEVA P/CABALLERO BRUNO CASSINI;Unidad;;78,17;45,14;CASSINI LEVAS/CABALLEROS;;;;;;;;;;;0,00
025-2BC-2/46;TERNO / CABALLERO ;TERNO BRUNO CASSINI COMBO;Unidad;IMP-DONYANG-23-01-2019;165,13;41,73;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
025-2BC-2/48;TERNO / CABALLERO ;TERNO BRUNO CASSINI COMBO;Unidad;IMP-DONYANG-23-01-2019;165,13;41,73;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
025-2BC-2/50;TERNO / CABALLERO ;TERNO BRUNO CASSINI COMBO;Unidad;IMP-DONYANG-23-01-2019;165,13;41,73;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
025-2BC-2/52;TERNO / CABALLERO ;TERNO BRUNO CASSINI COMBO;Unidad;IMP-DONYANG-23-01-2019;165,13;41,73;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
025-2BC-2/54;TERNO / CABALLERO ;TERNO BRUNO CASSINI COMBO;Unidad;IMP-DONYANG-23-01-2019;165,13;41,73;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
025-2BC-2/56;TERNO / CABALLERO ;TERNO BRUNO CASSINI COMBO;Unidad;IMP-DONYANG-23-01-2019;217,3;41,73;CASSINI TERNOS - CABALLEROS;4,00;;;;;;;;;;4,00
025-2BC-2/58;TERNO / CABALLERO ;TERNO BRUNO CASSINI COMBO;Unidad;IMP-DONYANG-23-01-2019;165,13;41,73;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
025-79086;ROPA DE NIÑOS;CONJ. P/BEBE NINA 3PCS;Unidad;;26;11,98;;2,00;;;;;;;;;;2,00
028-62-38;PANTALON / CABALLERO ;PANTALON BRUNO CASSINI (HOMBRE);Unidad;;39,04;14,5;CASSINI PANTALON DE VESTIR;;;;;;;;;;;0,00
028-65-32;PANTALON / CABALLERO ;PANTALON BRUNO CASSINI (HOMBRE);Unidad;;43,39;14,5;CASSINI PANTALON DE VESTIR;4,00;20,00;;;;;;;;;24,00
028-65-33;PANTALON / CABALLERO ;PANTALON BRUNO CASSINI (HOMBRE);Unidad;;43,39;14,5;CASSINI PANTALON DE VESTIR;;;;;;;;;;;0,00
028-65-38;PANTALON / CABALLERO ;PANTALON BRUNO CASSINI (HOMBRE);Unidad;;43,39;14,5;CASSINI PANTALON DE VESTIR;;;;;;;;;;;0,00
028-75-32;PANTALON / CABALLERO ;PANTALON BRUNO CASSINI (HOMBRE);Unidad;;39,04;14,5;CASSINI PANTALON DE VESTIR;;;;;;;;;;;0,00
028-75-34;PANTALON / CABALLERO ;PANTALON BRUNO CASSINI (HOMBRE);Unidad;;39,04;14,5;CASSINI PANTALON DE VESTIR;;;;;;;;;;;0,00
028-BLACK-32;PANTALON / CABALLERO ;PANTALON BRUNO CASSINI (HOMBRE);Unidad;;39,04;14,5;CASSINI PANTALON DE VESTIR;;;;;;;;;;;0,00
028-BLACK-34;PANTALON / CABALLERO ;PANTALON BRUNO CASSINI (HOMBRE);Unidad;;39,04;14,5;CASSINI PANTALON DE VESTIR;;;;;;;;;;;0,00
028-D15-32;PANTALON / CABALLERO ;PANTALON BRUNO CASSINI (HOMBRE);Unidad;;39,04;14,5;CASSINI PANTALON DE VESTIR;;;;;;;;;;;0,00
028-D15-40;PANTALON / CABALLERO ;PANTALON BRUNO CASSINI (HOMBRE);Unidad;;39,04;14,5;CASSINI PANTALON DE VESTIR;;;;;;;;;;;0,00
028-F5-32;PANTALON / CABALLERO ;PANTALON BRUNO CASSINI (HOMBRE);Unidad;;39,04;14,5;CASSINI PANTALON DE VESTIR;1,00;;;;;;;;;;1,00
028-F5-38;PANTALON / CABALLERO ;PANTALON BRUNO CASSINI (HOMBRE);Unidad;;21,65;14,5;CASSINI PANTALON DE VESTIR;;;;;;;;;;;0,00
028-F9-32;PANTALON / CABALLERO ;PANTALON BRUNO CASSINI (HOMBRE);Unidad;;39,04;14,5;CASSINI PANTALON DE VESTIR;;;;;;;;;;;0,00
02AKITA;ZAPATOS / DAMA;ZAPATO DE MUJER DIESEL;Unidad;;66;30;;;;;;;;;;;;0,00
02CP584;JUMPER;JUMPER SIENNA SKY;Unidad;ESTEFANIA-NOV-2018;75,8;28,44;;;;;;;;;;;;0,00
02CT1313-1;BLUSA;BLUSA SIENNA SKY;Unidad;;37,3;14,14;ROPA TRAIDA ESTEFANIA - JUNIO 2018;;;;;;;;;;;0,00
02CT1982;BLUSA;BLUSA SIENNA SKY;Unidad;;37,3;14,14;ROPA TRAIDA ESTEFANIA - JUNIO 2018;;;;;;;;;;;0,00
02CT1993;BLUSA;BLUSA SIENNA SKY;Unidad;ESTEFANIA-NOV-2018;36,43;18,48;;;;;;;;;;;;0,00
02CT2071;BLUSA;BLUSA SIENNA SKY;Unidad;;43,39;14,14;ROPA TRAIDA ESTEFANIA - JUNIO 2018;;;;;;;;;;;0,00
02CT2071/S;BLUSA;BLUSA SIENNA SKY TALLA S;Unidad;;43,39;14,14;;;;;;;;;;;;0,00
02CT2178;BLUSA;BLUSA SIENNA SKY;Unidad;;37,3;14,14;ROPA TRAIDA ESTEFANIA - JUNIO 2018;;;;;;;;;;;0,00
02CT2298;BLUSA;BLSUA SIENNA;Unidad;ESTEFANIA-NOV-2018;36,43;18,48;;;;;;;;;;;;0,00
02CT2308;BLUSA;BLUSA SIENNA;Unidad;ESTEFANIA-NOV-2018;36,43;18,48;;;;;;;;;;;;0,00
02CT2535;BLUSA;BLUSA SIENNA;Unidad;ESTEFANIA-NOV-2018;36,43;18,48;;;;;;;;;;;;0,00
02CT2537;BLUSA;BLUSA SIENNA;Unidad;ESTEFANIA-NOV-2018;36,43;18,48;;;;;;;;;;;;0,00
03/FA700008W140;JEANS/CABALLEROS ;JEANS SUPER SKINNY DIRTY;Unidad;;39,04;40;ANTHONY MORATO PANTALONES;2,00;;;;;;;;;;2,00
03/FA700010;JEANS/CABALLEROS ;JEANS SUPER SKINNY;Unidad;;39,04;40;ANTHONY MORATO PANTALONES;5,00;;;;;;;;;;5,00
0321;VESTIDO;VESTIDO CORTO SLNY;Unidad;;116,88;59,42;VESTIDOS AURA DEFAS 2018;;;;;;;;;;;0,00
0322;VESTIDO;VESTIDO CORTO SLNY;Unidad;;136,52;69,42;VESTIDOS AURA DEFAS 2018;;;;;;;;;;;0,00
0325-PALO-ROSA/M;CONSIGNACION MILENA GUTIERREZ;M. CONJUNTO DE 3 PIEZAS ADRIANA ARANGO PALO ROSA;Unidad;202109-10-MILENA;60;60;;;;;;;;;;;;0,00
0325-PALO-ROSA/S;CONSIGNACION MILENA GUTIERREZ;M. CONJUNTO DE 3 PIEZAS ADRIANA ARANGO PALO ROSA;Unidad;202109-10-MILENA;60;60;;;;;;;;;;;;0,00
0326-NEGRO/M;CONSIGNACION MILENA GUTIERREZ;M. CONJUNTO DE 3 PIEZAS ADRIANA ARANGO NEGRO;Unidad;202109-10-MILENA;60;60;;;;;;;;;;;;0,00
0326-NEGRO/S;CONSIGNACION MILENA GUTIERREZ;M. CONJUNTO DE 3 PIEZAS ADRIANA ARANGO NEGRO;Unidad;202109-10-MILENA;60;60;;;;;;;;;;;;0,00
0327-TURQUESA/M;CONSIGNACION MILENA GUTIERREZ;M. CONJUNTO DE 3 PIEZAS ADRIANA ARANGO TURQUESA;Unidad;202109-10-MILENA;60;60;;;;;;;;;;;;0,00
0327-TURQUESA/S;CONSIGNACION MILENA GUTIERREZ;M. CONJUNTO DE 3 PIEZAS ADRIANA ARANGO TURQUESA;Unidad;202109-10-MILENA;60;60;;;;;;;;;;;;0,00
0328-NEGRO-GRIS/M;CONSIGNACION MILENA GUTIERREZ;M. CONJUNTO DE 2 PIEZAS ADRIANA ARANGO NEGRO GRIS;Unidad;202109-10-MILENA;55;55;;;;;;;;;;;;0,00
0328-NEGRO-GRIS/S;CONSIGNACION MILENA GUTIERREZ;M. CONJUNTO DE 2 PIEZAS ADRIANA ARANGO NEGRO GRIS;Unidad;202109-10-MILENA;55;55;;;;;;;;;;;;0,00
0329-NEGRO-GRIS/S;CONSIGNACION MILENA GUTIERREZ;M. CONJUNTO DE 3 PIEZAS ADRIANA ARANGO NEGRO GRIS;Unidad;202109-10-MILENA;60;60;;;;;;;;;;;;0,00
0341-NEGRO/M;CONSIGNACION MILENA GUTIERREZ;M. CONJUNTO DE 2 PIEZAS ADRIANA ARANGO NEGRO;Unidad;202109-10-MILENA;55;55;;;;;;;;;;;;0,00
0345-GRIS-JAPED/M;CONSIGNACION MILENA GUTIERREZ;M. CONJUNTO DE 2 PIEZAS ADRIANA ARANGO GRIS JASPED;Unidad;202109-10-MILENA;55;55;;;;;;;;;;;;0,00
0345-GRIS-JASPED/S;CONSIGNACION MILENA GUTIERREZ;M. CONJUNTO DE 2 PIEZAS ADRIANA ARANGO GRIS JASPED;Unidad;202109-10-MILENA;55;55;;;;;;;;;;;;0,00
0347-2-BLANCO-ROSA/M;CONSIGNACION MILENA GUTIERREZ;M. CONJUNTO DE 2 PIEZAS ADRIANA ARANGO BLANCO ROSA;Unidad;202109-10-MILENA;55;55;;;;;;;;;;;;0,00
0347-BLANCO-ROSA/S;CONSIGNACION MILENA GUTIERREZ;M. CONJUNTO DE 3 PIEZAS ADRIANA ARANGO BLANCO ROSA;Unidad;202109-10-MILENA;60;60;;;;;;;;;;;;0,00
036/FA100003;CAMISETA;CAMISETA  ESTAMPADO;Unidad;;10,35;16;ANTHONY MORATO CAMISETA;;;;;;;;;;;0,00
038-B2/40;PANTALON / CABALLERO ;PANTALON BRUNO CASSINI (HOMBRE);Unidad;;39,04;28;CASSINI PANTALON DE VESTIR;;;;;;;;;;;0,00
04/FA700006;JEANS/CABALLEROS ;JEANS REGULAR;Unidad;;57,95;40;ANTHONY MORATO PANTALONES;;;;;;;;;;;0,00
04/FA700018;JEANS/CABALLEROS ;JEANS SLIM SONNY;Unidad;;57,95;40;ANTHONY MORATO PANTALONES;;;;;;;;;;;0,00
041727-03-2C-EC/14.5;CAMISA;CAMISA M/L DOBLE PUNO BLANCA CASSINI;Unidad;;41,65;13;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
041727-03-2C-EC/15;CAMISA;CAMISA M/L DOBLE PUNO BLANCA CASSINI;Unidad;;41,65;13;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
041727-03-2C-EC/15.5;CAMISA;CAMISA M/L DOBLE PUNO BLANCA CASSINI;Unidad;;41,65;13;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
041727-03-2C-EC/16.5;CAMISA;CAMISA M/L DOBLE PUNO BLANCA CASSINI;Unidad;;41,65;13;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
041727-03-2C-EC/18;CAMISA;CAMISA M/L DOBLE PUNO BLANCA CASSINI;Unidad;;47,74;13;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
041727-03-2C-EC/18.5;CAMISA;CAMISA M/L DOBLE PUNO BLANCA CASSINI;Unidad;;47,74;13;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
041727-03-2C-EC/19;CAMISA;CAMISA M/L DOBLE PUNO BLANCA CASSINI;Unidad;;47,74;13;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
041727-03-2C-EC/20;CAMISA;CAMISA M/L DOBLE PUNO BLANCA CASSINI;Unidad;;47,74;6,5;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
041727-03EC/14.5;CAMISA;H. CAMISA M/L BLANCA BRUNO CASINI;Unidad;;39,04;13;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
041727-03EC/15;CAMISA;H. CAMISA M/L BLANCA BRUNO CASINI;Unidad;;39,04;12,75;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
041727-03EC/15.5;CAMISA;H. CAMISA M/L BLANCA BRUNO CASINI;Unidad;;39,04;13;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
041727-03EC/16;CAMISA;H. CAMISA M/L BLANCA BRUNO CASINI;Unidad;;39,04;13;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
041727-03EC/16.5;CAMISA;H. CAMISA M/L BLANCA BRUNO CASINI;Unidad;;39,04;13;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
041727-03EC/17;CAMISA;H. CAMISA M/L BLANCA BRUNO CASINI;Unidad;;39,04;13;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
041727-03EC/18.5;CAMISA;CAMISA M/L BLANCA BRUNO CASSINI;Unidad;;47,74;13;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
041727-03EC/20;CAMISA;CAMISA M/L BLANCA BRUNO CASSINI;Unidad;;47,74;13;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
041727-03SM-EC/14.5;CAMISA;CAMISA M/L P/SMOKING BLANCA BRUNO CASSINI;Unidad;;56,43;12,33;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
041727-03SM-EC/15;CAMISA;CAMISA M/L P/SMOKING BLANCA BRUNO CASSINI;Unidad;;56,43;12,24;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
041727-03SM-EC/15.5;CAMISA; CAMISA M/L P/SMOKING BLANCA BRUNO CASSINI;Unidad;;56,43;11,87;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
041727-03SM-EC/16;CAMISA; CAMISA M/L P/SMOKING BLANCA BRUNO CASSINI;Unidad;;56,43;12,33;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
041727-03SM-EC/16.5;CAMISA; CAMISA M/L P/SMOKING BLANCA BRUNO CASSINI;Unidad;;56,43;12,27;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
041727-03SM-EC/17;CAMISA; CAMISA M/L P/SMOKING BLANCA BRUNO CASSINI;Unidad;;56,43;10,67;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
041727-03SM-EC/17.5;CAMISA; CAMISA M/L P/SMOKING BLANCA BRUNO CASSINI;Unidad;;56,43;12;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
041727-03SM-EC/18;CAMISA;CAMISA M/L P/SMOKING BLANCA BRUNO CASSINI;Unidad;;56,43;13;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
041727-03SM-EC/18.5;CAMISA;CAMISA M/L P/SMOKING BLANCA BRUNO CASSINI;Unidad;;56,43;13;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
041727-03SM-EC/19;CAMISA;CAMISA M/L P/SMOKING BLANCA BRUNO CASSINI;Unidad;;56,43;13;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
041727-03SM-EC/20;CAMISA;CAMISA M/L P/SMOKING BLANCA BRUNO CASSINI;Unidad;;56,43;13;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
043696-05EC/14.5;CAMISA;CAMISA M/L ROSADA BRUNO CASSINI;Unidad;;39,04;13;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
043696-05EC/15;CAMISA;CAMISA M/L ROSADA BRUNO CASSINI;Unidad;;39,04;13;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
043696-05EC/15.5;CAMISA;CAMISA M/L ROSADA BRUNO CASSINI;Unidad;;39,04;13;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
043696-05EC/16;CAMISA;CAMISA M/L ROSADA BRUNO CASSINI;Unidad;;39,04;13;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
043696-05EC/16.5;CAMISA;CAMISA M/L ROSADA BRUNO CASSINI;Unidad;;39,04;13;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
043696-05EC/17;CAMISA;CAMISA M/L ROSADA BRUNO CASSINI;Unidad;;39,04;13;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
043696-05EC/17.5;CAMISA;CAMISA M/L ROSADA BRUNO CASSINI;Unidad;;47,74;13;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
043696-05EC/18;CAMISA;CAMISA M/L ROSADA BRUNO CASSINI;Unidad;;47,74;13;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
043696-05EC/18.5;CAMISA;CAMISA M/L ROSADA BRUNO CASSINI;Unidad;;47,74;13;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
043696-05EC/19;CAMISA;CAMISA M/L ROSADA BRUNO CASSINI;Unidad;;47,74;13;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
043696-05EC/20;CAMISA;CAMISA M/L ROSADA BRUNO CASSINI;Unidad;;47,74;13;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
0437;VESTIDOS DE FIESTA;FAISCA VESTIDO LARGO;Unidad;;126,7;48;;1,00;;;;;;;;;;1,00
045D5555;VESTIDOS DE FIESTA;VESTIDO LARGO ADRIANNA PAPELL;Unidad;;189,2;96,24;VESTIDOS AURA DEFAS 2018;;;;;;;;;;;0,00
0483;VESTIDOS DE FIESTA;FAISCA VESTIDO LARGO;Unidad;;126,32;48;;;;;;;;;;;;0,00
0491;VESTIDOS DE FIESTA;FAISCA VESTIDO LARGO;Unidad;;126,7;48;;1,00;;;;;;;;;;1,00
04D5555;VESTIDO;VESTIDO LARGO ADRIANA PAPELL;Unidad;;179,38;91,24;VESTIDOS AURA DEFAS 2018;;;;;;;;;;;0,00
05/FA400007;CAMISA;CAMISA MANGA CORTA MORATO M/C;Unidad;;41,65;40;ANTHONY MORATO CAMISAS;;;;;;;;;;;0,00
05/FA420025;CAMISA;CAMISA MANGA CORTA DE RAYAS MORATO M/C;Unidad;;17,3;40;ANTHONY MORATO CAMISAS;;;;;;;;;;;0,00
05/FA750003;PANTALON / CABALLERO ;PANTALON SLIMWAS CAFÉ OSCURO;Unidad;;56,43;40;ANTHONY MORATO PANTALONES;;;;;;;;;;;0,00
05172370;SHORT;SHORT OLTHERE FOLLOW;Unidad;;38,3;14,14;ROPA TRAIDA ESTEFANIA - JUNIO 2018;;;;;;;;;;;0,00
05182903;JUMPER;JUMPER SECRETOS DE LUNA;Unidad;SECRETOS DE LUNA;59,73;29,5;;;;;;;;;;;;0,00
053642-01-2CEC/20;CAMISA;CAMISA M/L CELESTE LLANA DOBLE PUNO BC;Unidad;;46,87;12;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
053642-01EC/20;CAMISA;CAMISA M/L CELESTA LLANA BC;Unidad;;41,65;12;CASSINI CAMISAS CABALLEROS;;;;;;;;;;;0,00
