Categoría,Subcategoría,Código,Código Catálogo 	,Nombre,Serie,Unidad,Marca,Costo Prom,Stock Mínimo,Stock,Total
BERMUDA,BERMUDA,TL-X25-509.A/30,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS KHAKI,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,2.00,25.56
BERMUDA,BERMUDA,TL-X25-509.A/32,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS KHAKI,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,1.00,12.78
BERMUDA,BERMUDA,TL-X25-509.A/34,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS KHAKI,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,2.00,25.56
BERMUDA,BERMUDA,TL-X25-509.A/36,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS KHAKI,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,3.00,38.34
BERMUDA,BERMUDA,TL-X25-509.A/38,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS KHAKI,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,2.00,25.56
BERMUDA,BERMUDA,TL-X25-513A.A/30,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS BLUE,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,2.00,25.56
BERMUDA,BERMUDA,TL-X25-513A.A/32,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS BLUE,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,3.00,38.34
BERMUDA,BERMUDA,TL-X25-513A.A/34,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS BLUE,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,1.00,12.78
BERMUDA,BERMUDA,TL-X25-513A.A/36,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS BLUE,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,1.00,12.78
BERMUDA,BERMUDA,TL-X25-513A.A/38,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS BLUE,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,1.00,12.78
CAMISETA,CAMISETA,TL-X30-513A.A/L,20231213-PRESTIGE-PANAMA,H. CAMISETA M/C HOMBRE TED LAPIDUS PINK,,Unidad,TED LAPIDUS CAMISETAS,11.16,0.00,2.00,22.32
CAMISETA,CAMISETA,TL-X30-513B.A/L,20231213-PRESTIGE-PANAMA,H. CAMISETA M/C HOMBRE TED LAPIDUS YELLOW,,Unidad,TED LAPIDUS CAMISETAS,11.16,0.00,2.00,22.32
CAMISETA,CAMISETA,TL-X30-513C.A/L,20231213-PRESTIGE-PANAMA,H. CAMISETA M/C HOMBRE TED LAPIDUS GREEN,,Unidad,TED LAPIDUS CAMISETAS,11.16,0.00,1.00,11.16
CAMISETA,CAMISETA,TL-X30-513C.A/M,20231213-PRESTIGE-PANAMA,H. CAMISETA M/C HOMBRE TED LAPIDUS GREEN,,Unidad,TED LAPIDUS CAMISETAS,11.16,0.00,1.00,11.16
PANTALON / CABALLERO ,PANTALON / CABALLERO ,TL-Y23-101B.A/36,20241008-PANAMA-PRES-MAG,H. PANTALON TED LAPIDUS CASUAL P/CABALLERO NAVY,,Unidad,TED LAPIDUS PANTALON P/CABALLERO,15.00,0.00,3.00,45.00
PANTALON / CABALLERO ,PANTALON / CABALLERO ,TL-Y23-101B.A/40,20241008-PANAMA-PRES-MAG,H. PANTALON TED LAPIDUS CASUAL P/CABALLERO NAVY,,Unidad,TED LAPIDUS PANTALON P/CABALLERO,15.00,0.00,1.00,15.00
PANTALON / CABALLERO ,PANTALON / CABALLERO ,TL-Y23-104A.A/36,20231213-PRESTIGE-PANAMA,H. PANT. DE VESTIR TED LAPIDUS BLACK,,Unidad,TED LAPIDUS PANTALON P/CABALLERO,15.21,0.00,2.00,30.42
PANTALON / CABALLERO ,PANTALON / CABALLERO ,TL-Y23-104A.B/36,20241008-PANAMA-PRES-MAG,H. PANTALON TED LAPIDUS CASUAL P/CABALLERO BLACK,,Unidad,TED LAPIDUS PANTALON P/CABALLERO,15.00,0.00,3.00,45.00
PANTALON / CABALLERO ,PANTALON / CABALLERO ,TL-Y23-104A.B/40,20241008-PANAMA-PRES-MAG,H. PANTALON TED LAPIDUS CASUAL P/CABALLERO BLACK,,Unidad,TED LAPIDUS PANTALON P/CABALLERO,15.00,0.00,1.00,15.00
PANTALON / CABALLERO ,PANTALON / CABALLERO ,TL-Y23-104B.A/40,20231213-PRESTIGE-PANAMA,H. PANT. DE VESTIR TED LAPIDUS BLUE,,Unidad,TED LAPIDUS PANTALON P/CABALLERO,15.21,0.00,4.00,60.84
TOALLAS,TOALLAS,TL40X70AMR,,TOALLA 40 X 70 AMARILLO,,Unidad,,0.58,0.00,31.00,17.98
TOALLAS,TOALLAS,TL60X120AMR,,TOALLA 60 X 120 AMARILLA,,Unidad,,1.15,0.00,3.00,3.45
TOALLAS,TOALLAS,TL60X120BL,,TOALLA 60 X 120 BLANCA,,Unidad,,1.15,0.00,2.00,2.30
TOALLAS,TOALLAS,TL60X120FU,,TOALLA 60 X 120 FUCSIA,,Unidad,,1.15,0.00,16.00,18.40
TOALLAS,TOALLAS,TL60X120MA,,TOALLA 60 X 120 MAMEY,,Unidad,,1.14,0.00,16.00,18.24
TOALLAS,TOALLAS,TL60X120NA,,TOALLA 60 X 120 NARANJA,,Unidad,,1.15,0.00,25.00,28.75
TOALLAS,TOALLAS,TL60X120VA,,TOALLA 60 X 120 VERDE ACEITUNA,,Unidad,,1.15,0.00,43.00,49.45
TOALLAS,TOALLAS,TL60X120VI,,TOALLA 60 X 120 VINO,,Unidad,,1.15,0.00,8.00,9.20
ILUMINACIÓN,ILUMINACIÓN,TLLS-7W-LED,,FOCO TRACK LIGHT 7W-4000K/85V-265V/50/60HZ,,Unidad,,7.50,0.00,2.00,15.00
BISUTERIA,BISUTERIA,TONYP002,,PULSERA,,Unidad,BISUTERIA Y PERFUMES,12.00,0.00,1.00,12.00
TOP / DAMAS,TOP / DAMAS,TOP-AMB/L,20240624-KERLY LLERENA,M. TOP AMBAR BLANCO / VERDE / FUCSIA,,Unidad,,32.56,0.00,1.00,32.56
TOP / DAMAS,TOP / DAMAS,TOP-AMB/M,20240624-KERLY LLERENA,M. TOP AMBAR BLANCO / VERDE / FUCSIA,,Unidad,,32.56,0.00,1.00,32.56
TOP / DAMAS,TOP / DAMAS,TOP-FANNY-RO/L,7DIC2024- KERLY LLERENA,TOP P/DAMA MOPA ROJO,,Unidad,,26.11,0.00,1.00,26.11
TOP / DAMAS,TOP / DAMAS,TOP-FANNY-RO/M,7DIC2024- KERLY LLERENA,TOP P/DAMA MOPA ROJO,,Unidad,,26.11,0.00,1.00,26.11
TOP / DAMAS,TOP / DAMAS,TOP-FANNY-RO/XL,7DIC2024- KERLY LLERENA,TOP P/DAMA MOPA ROJO,,Unidad,,26.11,0.00,1.00,26.11
TOP / DAMAS,TOP / DAMAS,TOP-FANNY-VE/XL,7DIC2024-KERLY LLERENA,TOP P/DAMA MOPA VERDE,,Unidad,,26.11,0.00,1.00,26.11
TOP / DAMAS,TOP / DAMAS,TOP-GALILEI-NA/M,20240910-KERLY-LLERENA,M. TOP NEGRO GALILEI,,Unidad,,29.90,0.00,1.00,29.90
TOP / DAMAS,TOP / DAMAS,TOP-GALILEI-NA/S,20240910-KERLY-LLERENA,M. TOP NEGRO GALILEI,,Unidad,,29.90,0.00,1.00,29.90
TOP / DAMAS,TOP / DAMAS,TOP-HALNECK-IVO/L,MISS LOVE,TOP HALTER NECK IVORY,,Unidad,,25.40,0.00,1.00,25.40
TOP / DAMAS,TOP / DAMAS,TOP-HALNECK-IVO/M,MISS LOVE,TOP HALTER NECK IVORY,,Unidad,,25.40,0.00,1.00,25.40
TOP / DAMAS,TOP / DAMAS,TOP-HALNECK-IVO/S,MISS LOVE,TOP HALTER NECK IVORY,,Unidad,,25.40,0.00,3.00,76.20
TOP / DAMAS,TOP / DAMAS,TOP-LSLEVES-NTA/L,DRESS FORUM,TOP LONG SLEEVES NAVY TAUPE,,Unidad,,26.48,0.00,1.00,26.48
TOP / DAMAS,TOP / DAMAS,TOP-LSLEVES-NTA/S,DRESS FORUM,TOP LONG SLEEVES NAVY TAUPE,,Unidad,,26.48,0.00,2.00,52.96
TOP / DAMAS,TOP / DAMAS,TOP-OL-AZM/M,2025-05-22- SOLE,M. TOP OLIVIA AZUL MARINO,,Unidad,CONSIGNA SOLE,39.00,0.00,2.00,78.00
TOP / DAMAS,TOP / DAMAS,TOP-OL-AZM/S,2025-05-22- SOLE,M. TOP OLIVIA AZUL MARINO,,Unidad,CONSIGNA SOLE,39.00,0.00,2.00,78.00
TOP / DAMAS,TOP / DAMAS,TOP-OL-AZM/XS,2025-05-22- SOLE,M. TOP OLIVIA AZUL MARINO,,Unidad,CONSIGNA SOLE,39.00,0.00,1.00,39.00
TOP / DAMAS,TOP / DAMAS,TOP-OSHOUL-BL/S,MISS LOVE,TOP ONE SHOULD BLACK,,Unidad,,21.11,0.00,2.00,42.22
TOP / DAMAS,TOP / DAMAS,TOP-OSHOUL-DNVY/L,MISS LOVE,TOP ONE SHOULD DARK NAVY,,Unidad,,23.97,0.00,1.00,23.97
TOP / DAMAS,TOP / DAMAS,TOP-OSHOUL-DNVY/S,MISS LOVE,TOP ONE SHOULD DARK NAVY,,Unidad,,23.97,0.00,2.00,47.94
TOP / DAMAS,TOP / DAMAS,TOP-RAYON-MM/M,DRESS FORUM,TOP RAYON MOCHA MOUSSE,,Unidad,,26.12,0.00,1.00,26.12
TOP / DAMAS,TOP / DAMAS,TOP-RAYON-MM/S,DRESS FORUM,TOP RAYON MOCHA MOUSSE,,Unidad,,26.12,0.00,3.00,78.36
TOP / DAMAS,TOP / DAMAS,TOP-SANDY/M,20240624-KERLY LLERENA,M. TOP P/DAMA  ROSA / AZUL,,Unidad,,32.56,0.00,1.00,32.56
TOP / DAMAS,TOP / DAMAS,TOP-SANDY/S,20240624-KERLY LLERENA,M. TOP P/DAMA  ROSA / AZUL,,Unidad,,32.56,0.00,3.00,97.68
TOP / DAMAS,TOP / DAMAS,TOP-SLEVES-BL/L,DRESS FORUM,TOP SLEVES BLACK,,Unidad,,26.12,0.00,1.00,26.12
TOP / DAMAS,TOP / DAMAS,TOP-SLEVES-BL/M,DRESS FORUM,TOP SLEVES BLACK,,Unidad,,26.12,0.00,2.00,52.24
TOP / DAMAS,TOP / DAMAS,TOP-SLEVES-BL/S,DRESS FORUM,TOP SLEVES BLACK,,Unidad,,26.12,0.00,2.00,52.24
TOP / DAMAS,TOP / DAMAS,TOP-SLEVES-BURG/M,DRESS FORUM,TOP SLEVES BURGUNDY,,Unidad,,23.26,0.00,1.00,23.26
TOP / DAMAS,TOP / DAMAS,TOP-SLEVES-BURG/S,DRESS FORUM,TOP SLEVES BURGUNDY,,Unidad,,23.26,0.00,1.00,23.26
TOP / DAMAS,TOP / DAMAS,TOP-SLEVES-ESM/L,DRESS FORUM,TOP SLEVES KNIT EMERALD,,Unidad,,20.75,0.00,2.00,41.50
TOP / DAMAS,TOP / DAMAS,TOP-SLEVES-ESM/M,DRESS FORUM,TOP SLEVES KNIT EMERALD,,Unidad,,20.75,0.00,2.00,41.50
TOP / DAMAS,TOP / DAMAS,TOP-SLEVES-ESM/S,DRESS FORUM,TOP SLEVES KNIT EMERALD,,Unidad,,20.75,0.00,1.00,20.75
TOP / DAMAS,TOP / DAMAS,TOP-VILMA-B/S,7DIC2024- KERLY LLERENA,TOP MOPA ROJO-BLANCO-FUCSIA,,Unidad,,24.25,0.00,1.00,24.25
TOP / DAMAS,TOP / DAMAS,TOP-VILMA-F/L,7DIC2024- KERLY LLERENA,TOP MOPA ROJO-BLANCO-FUCSIA,,Unidad,,24.25,0.00,1.00,24.25
TOP / DAMAS,TOP / DAMAS,TOP-VILMA-F/S,7DIC2024- KERLY LLERENA,TOP MOPA ROJO-BLANCO-FUCSIA,,Unidad,,24.25,0.00,1.00,24.25
TOP / DAMAS,TOP / DAMAS,TOP-VILMA-RO/L,7DIC2024- KERLY LLERENA,TOP MOPA ROJO-BLANCO-FUCSIA,,Unidad,,24.25,0.00,1.00,24.25
TOP / DAMAS,TOP / DAMAS,TOP-VILMA-RO/S,7DIC2024- KERLY LLERENA,TOP MOPA ROJO-BLANCO-FUCSIA,,Unidad,,24.25,0.00,1.00,24.25
CARTERA,CARTERA,TORRY-CART,20220818-CARTERAS,M. CARTERA P/DAMA VARIOS MODELOS,,Unidad,,35.00,0.00,2.00,70.00
PANTALON / DAMA ,PANTALON / DAMA ,TP-9560-6-GR/M,20220827-FATCARD-EEUU,M. TAILOR PANTS WITH NON FUCTIONAL FRONT POCKET GREEN,,Unidad,,35.65,0.00,1.00,35.65
PANTALON / DAMA ,PANTALON / DAMA ,TP-9560-6-GR/S,20220827-FATCARD-EEUU,M. TAILOR PANTS WITH NON FUCTIONAL FRONT POCKET GREEN,,Unidad,,35.65,0.00,2.00,71.30
BLUSA,BLUSA,TP-ALMA/S,FACT7196-20-9-23,TOP ALMA LILA T.S-M,,Unidad,,27.62,0.00,1.00,27.62
TOP / DAMAS,TOP / DAMAS,TP-SILVIA-MO-AZ/L,20230510-RAMIREZCOELLO,M. TOP SILVIA P/DAMA MORADO AZUL,,Unidad,,21.38,0.00,1.00,21.38
TOP / DAMAS,TOP / DAMAS,TP-SILVIA-MO-AZ/M,20230510-RAMIREZCOELLO,M. TOP SILVIA P/DAMA MORADO AZUL,,Unidad,,21.38,0.00,1.00,21.38
TERNO / CABALLERO ,TERNO / CABALLERO ,TY04-2BC-2/50,,TERNO BRUNO CASSINI COMBO,,Unidad,CASSINI TERNOS - CABALLEROS,43.42,0.00,1.00,43.42
ILUMINACIÓN,ILUMINACIÓN,UGL-1001MR,,LAMPARA DE PISO PARA EXTERIOR/85V-265V/50/60HZ,,Unidad,,4.99,0.00,1.00,4.99
BISUTERIA,BISUTERIA,VB-0600,20220813-ESTEFFY-EEUU,M. ACCESORIOS PULSERA P/DAMA VARIOS MODELOS,,Unidad,,5.50,0.00,1.00,5.50
VESTIDO,VESTIDO,VE-ABRIL LI/L,20240624-KERLY LLERENA,M. VESTIDO P/DAMA LINO BLANCO/VERDE,,Unidad,,53.31,0.00,1.00,53.31
VESTIDO,VESTIDO,VE-ANAHI N/L,20240624-KERLY LLERENA,M. VESTIDO P/DAMA NARANJA ROSA CORAL / NAVY,,Unidad,,63.26,0.00,1.00,63.26
VESTIDO,VESTIDO,VE-ANAHI N/M,20240624-KERLY LLERENA,M. VESTIDO P/DAMA NARANJA ROSA CORAL / NAVY,,Unidad,,63.26,0.00,2.00,126.52
VESTIDO,VESTIDO,VE-ANTONIA-CONSIG/L,PR026771CONSIGNACION,VESTIDO ESTAMPADO FUCSIA,,Unidad,CONSIGNACION SPRIT- RAMIREZ COELLO,40.00,0.00,1.00,40.00
VESTIDO,VESTIDO,VE-ARIADNA-BGE/S,VESTIDO NARANJA ROSA 2025-5,VESTIDO ARIADNA BEIGE,,Unidad,,55.95,0.00,1.00,55.95
VESTIDO,VESTIDO,VE-ARIADNA-RD/M,VESTIDO NARANJA ROSA 2025-5,VESTIDO ARIADNA RED,,Unidad,,55.95,0.00,1.00,55.95
VESTIDO,VESTIDO,VE-ARIANA-WH/L,ZOLEY 2026,VESTIDO ARIANA WHITE,,Unidad,,63.46,0.00,1.00,63.46
VESTIDO,VESTIDO,VE-ARIANA-WH/M,ZOLEY 2026,VESTIDO ARIANA WHITE,,Unidad,,63.46,0.00,1.00,63.46
VESTIDO,VESTIDO,VE-AURORA-CONSIG/M,PR026771CONSIGNACION,VESTIDO FUCSIA,,Unidad,CONSIGNACION SPRIT- RAMIREZ COELLO,40.00,0.00,1.00,40.00
VESTIDO,VESTIDO,VE-BEATRICE-RD/L,VESTIDO NARANJA ROSA 2025-5,VESTIDO BEATRICE RED,,Unidad,,58.80,0.00,1.00,58.80
VESTIDO,VESTIDO,VE-BEATRICE-RD/M,VESTIDO NARANJA ROSA 2025-5,VESTIDO BEATRICE RED,,Unidad,,58.80,0.00,1.00,58.80
VESTIDO,VESTIDO,VE-CARSON-MUS-L,NARANJA ROSA 2026-1,VESTIDO CARSON MUSTARD,,Unidad,,62.49,0.00,1.00,62.49
VESTIDO,VESTIDO,VE-CARSON-MUS-M,NARANJA ROSA 2026-1,VESTIDO CARSON MUSTARD,,Unidad,,62.49,0.00,1.00,62.49
VESTIDO,VESTIDO,VE-CARSON-VN-L,NARANJA ROSA 2026-1,VESTIDO CARSON VINO,,Unidad,,62.49,0.00,1.00,62.49
VESTIDO,VESTIDO,VE-CARSON-VN-XL,NARANJA ROSA 2026-1,VESTIDO CARSON VINO,,Unidad,,62.49,0.00,1.00,62.49
VESTIDO,VESTIDO,VE-CHENOA-WH-L,NARANJA ROSA 2025 3-4,VESTIDO CHENOA WHITE,,Unidad,,47.31,0.00,1.00,47.31
VESTIDO,VESTIDO,VE-CHENOA-WH-S,NARANJA ROSA 2025 3-4,VESTIDO CHENOA WHITE,,Unidad,,47.31,0.00,1.00,47.31
VESTIDO,VESTIDO,VE-CLARISA-BGE-L,MOPA 2026-1,VESTIDO CLARISA BEIGE,,Unidad,,72.94,0.00,1.00,72.94
VESTIDO,VESTIDO,VE-CLARISA-BGE-M,MOPA 2026-1,VESTIDO CLARISA BEIGE,,Unidad,,72.94,0.00,1.00,72.94
VESTIDO,VESTIDO,VE-CLARISA-BGE-XL,MOPA 2026-1,VESTIDO CLARISA BEIGE,,Unidad,,72.94,0.00,1.00,72.94
VESTIDO,VESTIDO,VE-DAFNE M/L,20240624-KERLY LLERENA,M. VESTIDO P/DAMA AZUL / BLANCO,,Unidad,,64.35,0.00,1.00,64.35
VESTIDO,VESTIDO,VE-DALILA/M,FACT7196-20-9-23,VESTIDO DALILA FUCSIA T.S-M-L,,Unidad,,54.30,0.00,1.00,54.30
VESTIDO,VESTIDO,VE-DESTELLO/S,20240910-KERLY-LLERENA,M. VESTIDO AZUL DESTELLO,,Unidad,,58.90,0.00,1.00,58.90
VESTIDO,VESTIDO,VE-ELA-LI-L,MOPA 2026-1,VESTIDO ELA LILA,,Unidad,,62.49,0.00,1.00,62.49
VESTIDO,VESTIDO,VE-ELA-STP-L,MOPA 2026-1,VESTIDO ELA ESTAMPADO,,Unidad,,79.00,0.00,1.00,79.00
VESTIDO,VESTIDO,VE-ELA-STP-M,MOPA 2026-1,VESTIDO ELA ESTAMPADO,,Unidad,,79.00,0.00,1.00,79.00
VESTIDO,VESTIDO,VE-GAIA-TUR-S,NARANJA ROSA 2025 3-4,VESTIDO GAIA TURQUESA,,Unidad,,66.31,0.00,1.00,66.31
VESTIDO,VESTIDO,VE-GENA M/S,20240624-KERLY LLERENA,M. VESTIDO P/DAMA ACEITUNA / BLANCO,,Unidad,,58.78,0.00,1.00,58.78
VESTIDO,VESTIDO,VE-GINB-FUC/L,MOPA 2023-2,VESTIDO GINEBRA FUCSIA,,Unidad,,45.60,0.00,1.00,45.60
VESTIDO,VESTIDO,VE-GINEBRA-FU/L,20230608-RAMIREZCOELLO,M. VESTIDO P/DAMA GINEBRA FUCSIA ROSA,,Unidad,,48.17,0.00,1.00,48.17
VESTIDO,VESTIDO,VE-GRAZZIA UNI/M,FACT7196-20-9-23,VESTIDO GRAZZIA UNICOLOR VERDE T. S-M-L,,Unidad,,55.00,0.00,1.00,55.00
VESTIDO,VESTIDO,VE-HEIDY-CONSIG/L,PR026771CONSIGNACION,VESTIDO AZUL REY,,Unidad,CONSIGNACION SPRIT- RAMIREZ COELLO,40.00,0.00,1.00,40.00
VESTIDO,VESTIDO,VE-INES-AZ-M,NARANJA ROSA 2025 3-4,VESTIDO INES FLORES AZUL,,Unidad,,65.41,0.00,1.00,65.41
VESTIDO,VESTIDO,VE-INES-AZ-S,NARANJA ROSA 2025 3-4,VESTIDO INES FLORES AZUL,,Unidad,,65.41,0.00,1.00,65.41
VESTIDO,VESTIDO,VE-INES-RED-M,NARANJA ROSA 2025 3-4,VESTIDO INES RED,,Unidad,,65.41,0.00,1.00,65.41
VESTIDO,VESTIDO,VE-INES-RED-S,NARANJA ROSA 2025 3-4,VESTIDO INES RED,,Unidad,,65.41,0.00,1.00,65.41
VESTIDO,VESTIDO,VE-ISA-RJ/M,20230608-RAMIREZCOELLO,M. VESTIDO P/DAMA ISA ROJO AZUL,,Unidad,,39.91,0.00,1.00,39.91
VESTIDO,VESTIDO,VE-ISABELA/M,FACT7196-20-9-23,VESTIDO ISABELA  CELESTE T S MOSTAZA ROSA T.M,,Unidad,,54.30,0.00,1.00,54.30
VESTIDO,VESTIDO,VE-IZAR-NARA/M,20240910-KERLY-LLERENA,M. VESTIDO MAGENTA IZAR,,Unidad,,49.60,0.00,1.00,49.60
VESTIDO,VESTIDO,VE-JOLI-TUR/S,MOPA 2023-2,VESTIDO JOLIE TURQUESA,,Unidad,,44.95,0.00,1.00,44.95
VESTIDO,VESTIDO,VE-JULIANA/L,KERLY 3273-3274-10-11-23,VESTIDO,,Unidad,,47.80,0.00,1.00,47.80
VESTIDO,VESTIDO,VE-JULIANA/M,KERLY 3273-3274-10-11-23,VESTIDO,,Unidad,,47.80,0.00,1.00,47.80
VESTIDO,VESTIDO,VE-KATYA-AZ/XL,ZOLEY 2026,VESTIDO KATYA AZUL,,Unidad,,61.56,0.00,1.00,61.56
VESTIDO,VESTIDO,VE-KATYA-PK/L,ZOLEY 2026,VESTIDO KATYA PINK,,Unidad,,61.56,0.00,1.00,61.56
VESTIDO,VESTIDO,VE-KAYLA N/L,20240624-KERLY LLERENA,M. VESTIDO P/DAMA ROSA PISTACHO / BLANCO,,Unidad,,73.85,0.00,2.00,147.70
VESTIDO,VESTIDO,VE-KAYLA N/M,20240624-KERLY LLERENA,M. VESTIDO P/DAMA ROSA PISTACHO / BLANCO,,Unidad,,73.85,0.00,2.00,147.70
VESTIDO,VESTIDO,VE-KAYLA N/S,20240624-KERLY LLERENA,M. VESTIDO P/DAMA ROSA PISTACHO / BLANCO,,Unidad,,73.85,0.00,1.00,73.85
VESTIDO,VESTIDO,VE-LEA-VN-M,NARANJA ROSA 2025 3-4,VESTIDO LEA VINO TINTO,,Unidad,,48.92,0.00,1.00,48.92
VESTIDO,VESTIDO,VE-LENA/M,20240624-KERLY LLERENA,M. VESTIDO P/DAMA  LILA / BEIGE,,Unidad,,54.19,0.00,1.00,54.19
VESTIDO,VESTIDO,VE-LINA/L,KERLY 10/11/2023,VESTIDO VERDE-FUCSIA-ESTAMP,,Unidad,,56.80,0.00,1.00,56.80
VESTIDO,VESTIDO,VE-LINA/M,KERLY 10/11/2023,VESTIDO VERDE-FUCSIA-ESTAMP,,Unidad,,56.80,0.00,2.00,113.60
VESTIDO,VESTIDO,VE-LINA/S,KERLY 10/11/2023,VESTIDO VERDE-FUCSIA-ESTAMP,,Unidad,,56.80,0.00,1.00,56.80
VESTIDO,VESTIDO,VE-LIRATA/L,20240624-KERLY LLERENA,M. VESTIDO P/DAMA MAMEY,,Unidad,,49.05,0.00,1.00,49.05
VESTIDO,VESTIDO,VE-LIRATA/S,20240624-KERLY LLERENA,M. VESTIDO P/DAMA MAMEY,,Unidad,,49.05,0.00,1.00,49.05
VESTIDO,VESTIDO,VE-LOLA/M,KERLY 10/11/2023,VESTIDO NEGRO-ROSA,,Unidad,,56.80,0.00,1.00,56.80
VESTIDO,VESTIDO,VE-LOLA/S,KERLY 10/11/2023,VESTIDO NEGRO-ROSA,,Unidad,,56.80,0.00,1.00,56.80
VESTIDO,VESTIDO,VE-LOURDE/S,20240624-KERLY LLERENA,M. VESTIDO P/DAMA  BLANCO / NEGRO,,Unidad,,59.87,0.00,1.00,59.87
VESTIDO,VESTIDO,VE-LUCERO-NVY/XL,ZOLEY 2026,VESTIDO LUCERO NAVY,,Unidad,,63.46,0.00,1.00,63.46
VESTIDO,VESTIDO,VE-MADISON-VE/S,20230608-RAMIREZCOELLO,M. VESTIDO P/DAMA MADISON VERDE,,Unidad,,44.48,0.00,1.00,44.48
VESTIDO,VESTIDO,VE-MAIA-BLK/S,NARANJA ROSA 2023-2,VESTIDO MAIA BLACK,,Unidad,,44.95,0.00,1.00,44.95
VESTIDO,VESTIDO,VE-MAIA-LNT-GRN/M,NARANJA ROSA 2023-2,VESTIDO LENTEJUELA MAIA GREEN,,Unidad,,47.90,0.00,1.00,47.90
VESTIDO,VESTIDO,VE-MAIA-PL/M,NARANJA ROSA 2023-2,VESTIDO MAIA PLATA,,Unidad,,44.95,0.00,1.00,44.95
VESTIDO,VESTIDO,VE-MAIA-PL/S,NARANJA ROSA 2023-2,VESTIDO MAIA PLATA,,Unidad,,44.95,0.00,1.00,44.95
VESTIDO,VESTIDO,VE-MALU-MO/S,20230608-RAMIREZCOELLO,M. VESTIDO P/DAMA MALU MORADO ROJO,,Unidad,,54.79,0.00,1.00,54.79
VESTIDO,VESTIDO,VE-MARCE-BL/L,ZOLEY 2025-5,VESTIDO MARCELA ZOLEY BLACK,,Unidad,,40.76,0.00,1.00,40.76
VESTIDO,VESTIDO,VE-MARCE-BL/M,ZOLEY 2025-5,VESTIDO MARCELA ZOLEY BLACK,,Unidad,,40.76,0.00,1.00,40.76
VESTIDO,VESTIDO,VE-MARCE-WH/L,ZOLEY 2025-5,VESTIDO MARCELA ZOLEY WHITE,,Unidad,,40.76,0.00,1.00,40.76
VESTIDO,VESTIDO,VE-MARCE-WH/M,ZOLEY 2025-5,VESTIDO MARCELA ZOLEY WHITE,,Unidad,,40.76,0.00,1.00,40.76
VESTIDO,VESTIDO,VE-MARCE-WH/S,ZOLEY 2025-5,VESTIDO MARCELA ZOLEY WHITE,,Unidad,,40.76,0.00,1.00,40.76
VESTIDO,VESTIDO,VE-MARIBEL/L,KERLY FACT 3343-08-12-23,VESTIDO MARIBEL ROJO-AZUL,,Unidad,,51.95,0.00,1.00,51.95
VESTIDO,VESTIDO,VE-MELI/S,KERLY 3273-3274-10-11-23,VESTIDO,,Unidad,,55.60,0.00,1.00,55.60
VESTIDO,VESTIDO,VE-MICAELA-AZ-L,MOPA 2026-1,VESTIDO MICAELA AZUL,,Unidad,,72.94,0.00,1.00,72.94
VESTIDO,VESTIDO,VE-MICAELA-AZ-M,MOPA 2026-1,VESTIDO MICAELA AZUL,,Unidad,,72.94,0.00,1.00,72.94
VESTIDO,VESTIDO,VE-MICAELA-AZ-XL,MOPA 2026-1,VESTIDO MICAELA AZUL,,Unidad,,72.94,0.00,1.00,72.94
VESTIDO,VESTIDO,VE-MICAELA-PI-L,MOPA 2026-1,VESTIDO MICAELA PISTACHO,,Unidad,,72.94,0.00,1.00,72.94
VESTIDO,VESTIDO,VE-MICAELA-PI-XL,MOPA 2026-1,VESTIDO MICAELA PISTACHO,,Unidad,,72.94,0.00,1.00,72.94
VESTIDO,VESTIDO,VE-MIDI-MAXI-BL/L,DRESS FORUM,VESTIDO MIDI/MAXI BLACK,,Unidad,,30.77,0.00,2.00,61.54
VESTIDO,VESTIDO,VE-MIDI-MAXI-BL/M,DRESS FORUM,VESTIDO MIDI/MAXI BLACK,,Unidad,,30.77,0.00,2.00,61.54
VESTIDO,VESTIDO,VE-MILADY/M,KERLY 3273-3274-10-11-23,VESTIDO,,Unidad,,50.80,0.00,1.00,50.80
VESTIDO,VESTIDO,VE-MILENAG-GRN/M,MILENA GUTIERREZ,VESTIDO MILENA GREEN,,Unidad,,0.00,0.00,1.00,0.00
