Categoría,Subcategoría,Código,Código Catálogo 	,Nombre,Serie,Unidad,Marca,Costo Prom,Stock Mínimo,Stock,Total
PANTALON / CABALLERO ,PANTALON / CABALLERO ,TL-P23-105B.A/40,20210604-PANAMA,H. PANTALON P/CABALLERO CASUAL TED LAPIDUS KHAKI,,Unidad,TED LAPIDUS PANTALON P/CABALLERO,13.01,0.00,2.00,26.02
PANTALON / CABALLERO ,PANTALON / CABALLERO ,TL-P23-105C.A/40,20210604-PANAMA,H. PANTALON P/CABALLERO CASUAL TED LAPIDUS BROWN,,Unidad,TED LAPIDUS PANTALON P/CABALLERO,13.01,0.00,1.00,13.01
BERMUDA,BERMUDA,TL-P25-501A.A/40,20210604-PANAMA,H. BERMUDA P/CABALLERO TED LAPIDUS WHITE,,Unidad,TED LAPIDUS BERMUDAS,11.73,0.00,1.00,11.73
BERMUDA,BERMUDA,TL-P25-501C.A/36,20210604-PANAMA,H. BERMUDA P/CABALLERO TED LAPIDUS KHAKI,,Unidad,TED LAPIDUS BERMUDAS,11.73,0.00,1.00,11.73
BERMUDA,BERMUDA,TL-P25-501C.A/38,20210604-PANAMA,H. BERMUDA P/CABALLERO TED LAPIDUS KHAKI,,Unidad,TED LAPIDUS BERMUDAS,11.73,0.00,1.00,11.73
BERMUDA,BERMUDA,TL-P25-501F.A/36,20210604-PANAMA,H. BERMUDA P/CABALLERO TED LAPIDUS NAVY,,Unidad,TED LAPIDUS BERMUDAS,11.73,0.00,1.00,11.73
CAMISA,CAMISA,TL-T04-201A.A-RD/L,20220710-PANAMA-MAGIC,H. CAMISA P/CABALLERO M/C TED LAPIDUS RED,,Unidad,TED LAPIDUS CAMISA,13.84,0.00,4.00,55.36
CAMISA,CAMISA,TL-T04-201A.A-RD/M,20220710-PANAMA-MAGIC,H. CAMISA P/CABALLERO M/C TED LAPIDUS RED,,Unidad,TED LAPIDUS CAMISA,13.84,0.00,3.00,41.52
CAMISA,CAMISA,TL-T04-201A.A-RD/S,20220710-PANAMA-MAGIC,H. CAMISA P/CABALLERO M/C TED LAPIDUS RED,,Unidad,TED LAPIDUS CAMISA,13.84,0.00,3.00,41.52
BERMUDA,BERMUDA,TL-T25-501A.A-SA/30,20220710-PANAMA-MAGIC,H. BERMUDA P/CABALLERO TED LAPIDUS SAND,,Unidad,TED LAPIDUS BERMUDAS,14.52,0.00,1.00,14.52
BERMUDA,BERMUDA,TL-T25-501A.A-SA/34,20220710-PANAMA-MAGIC,H. BERMUDA P/CABALLERO TED LAPIDUS SAND,,Unidad,TED LAPIDUS BERMUDAS,14.52,0.00,1.00,14.52
BERMUDA,BERMUDA,TL-T25-501A.A-SA/36,20220710-PANAMA-MAGIC,H. BERMUDA P/CABALLERO TED LAPIDUS SAND,,Unidad,TED LAPIDUS BERMUDAS,14.52,0.00,1.00,14.52
BERMUDA,BERMUDA,TL-T25-501A.A-SA/38,20220710-PANAMA-MAGIC,H. BERMUDA P/CABALLERO TED LAPIDUS SAND,,Unidad,TED LAPIDUS BERMUDAS,14.52,0.00,1.00,14.52
BERMUDA,BERMUDA,TL-T25-501A.A-SA/40,20220710-PANAMA-MAGIC,H. BERMUDA P/CABALLERO TED LAPIDUS SAND,,Unidad,TED LAPIDUS BERMUDAS,14.52,0.00,1.00,14.52
BERMUDA,BERMUDA,TL-T25-501C.A-NA/34,20220710-PANAMA-MAGIC,H. BERMUDA P/CABALLERO TED LAPIDUS NAVY,,Unidad,TED LAPIDUS BERMUDAS,14.52,0.00,1.00,14.52
BERMUDA,BERMUDA,TL-T25-501C.A-NA/36,20220710-PANAMA-MAGIC,H. BERMUDA P/CABALLERO TED LAPIDUS NAVY,,Unidad,TED LAPIDUS BERMUDAS,14.52,0.00,2.00,29.04
BERMUDA,BERMUDA,TL-T25-501C.A-NA/38,20220710-PANAMA-MAGIC,H. BERMUDA P/CABALLERO TED LAPIDUS NAVY,,Unidad,TED LAPIDUS BERMUDAS,14.52,0.00,2.00,29.04
BERMUDA,BERMUDA,TL-T25-501E.A-LT/36,20220710-PANAMA-MAGIC,H. BERMUDA P/CABALLERO TED LAPIDUS LT. BLUE,,Unidad,TED LAPIDUS BERMUDAS,14.52,0.00,1.00,14.52
BERMUDA,BERMUDA,TL-T25-501E.A-LT/38,20220710-PANAMA-MAGIC,H. BERMUDA P/CABALLERO TED LAPIDUS LT. BLUE,,Unidad,TED LAPIDUS BERMUDAS,14.52,0.00,1.00,14.52
BERMUDA,BERMUDA,TL-T25-507B.A-NA/38,20220710-PANAMA-MAGIC,H. BERMUDA P/CABALLERO TED LAPIDUS NAVY,,Unidad,TED LAPIDUS BERMUDAS,14.52,0.00,1.00,14.52
BERMUDA,BERMUDA,TL-T25-507C.A-WH/30,20220710-PANAMA-MAGIC,H. BERMUDA P/CABALLERO TED LAPIDUS WHITE,,Unidad,TED LAPIDUS BERMUDAS,14.52,0.00,1.00,14.52
BERMUDA,BERMUDA,TL-T25-507C.A-WH/36,20220710-PANAMA-MAGIC,H. BERMUDA P/CABALLERO TED LAPIDUS WHITE,,Unidad,TED LAPIDUS BERMUDAS,14.52,0.00,2.00,29.04
CAMISETA,CAMISETA,TL-T30-206A.A-LT/S,20220710-PANAMA-MAGIC,H. POLO P/CABALLERO TED LAPIDUS LT. BLUE,,Unidad,TED LAPIDUS CAMISETAS,12.07,0.00,3.00,36.21
CAMISETA,CAMISETA,TL-T30-208B.A-NA/M,20220710-PANAMA-MAGIC,H. POLO P/CABALLERO TED LAPIDUS NAVY,,Unidad,TED LAPIDUS CAMISETAS,12.07,0.00,1.00,12.07
CAMISETA,CAMISETA,TL-T30-208B.A-NA/S,20220710-PANAMA-MAGIC,H. POLO P/CABALLERO TED LAPIDUS NAVY,,Unidad,TED LAPIDUS CAMISETAS,12.07,0.00,3.00,36.21
CAMISA,CAMISA,TL-U03-226A.A-WH/L,20220710-PANAMA-MAGIC,H. CAMISA P/CABALLERO M/L TED LAPIDUS WHITE,,Unidad,TED LAPIDUS CAMISA,15.16,0.00,2.00,30.32
CAMISA,CAMISA,TL-U03-226A.A-WH/M,20220710-PANAMA-MAGIC,H. CAMISA P/CABALLERO M/L TED LAPIDUS WHITE,,Unidad,TED LAPIDUS CAMISA,15.16,0.00,6.00,90.96
CAMISA,CAMISA,TL-U03-226A.A-WH/S,20220710-PANAMA-MAGIC,H. CAMISA P/CABALLERO M/L TED LAPIDUS NAVY,,Unidad,TED LAPIDUS CAMISA,15.16,0.00,2.00,30.32
CAMISA,CAMISA,TL-U03-226A.A-WH/XL,20220710-PANAMA-MAGIC,H. CAMISA P/CABALLERO M/L TED LAPIDUS WHITE,,Unidad,TED LAPIDUS CAMISA,15.16,0.00,2.00,30.32
CAMISA,CAMISA,TL-U03-418A.A-WH/L,20220710-PANAMA-MAGIC,H. CAMISA P/CABALLERO M/L TED LAPIDUS WHITE,,Unidad,TED LAPIDUS CAMISA,15.16,0.00,7.00,106.12
CAMISA,CAMISA,TL-U03-418A.A-WH/M,20220710-PANAMA-MAGIC,H. CAMISA P/CABALLERO M/L TED LAPIDUS WHITE,,Unidad,TED LAPIDUS CAMISA,15.16,0.00,9.00,136.44
CAMISA,CAMISA,TL-U03-418A.A-WH/S,20220710-PANAMA-MAGIC,H. CAMISA P/CABALLERO M/L TED LAPIDUS WHITE,,Unidad,TED LAPIDUS CAMISA,15.16,0.00,5.00,75.80
CAMISA,CAMISA,TL-U03-418A.A-WH/XL,20220710-PANAMA-MAGIC,H. CAMISA P/CABALLERO M/L TED LAPIDUS WHITE,,Unidad,TED LAPIDUS CAMISA,15.16,0.00,6.00,90.96
CAMISA,CAMISA,TL-U03-418C.A-BK/L,20220710-PANAMA-MAGIC,H. CAMISA P/CABALLERO M/L TED LAPIDUS BLACK,,Unidad,TED LAPIDUS CAMISA,15.16,0.00,7.00,106.12
CAMISA,CAMISA,TL-U03-418C.A-BK/M,20220710-PANAMA-MAGIC,H. CAMISA P/CABALLERO M/L TED LAPIDUS BLACK,,Unidad,TED LAPIDUS CAMISA,15.16,0.00,9.00,136.44
CAMISA,CAMISA,TL-U03-418C.A-BK/S,20220710-PANAMA-MAGIC,H. CAMISA P/CABALLERO M/L TED LAPIDUS BLACK,,Unidad,TED LAPIDUS CAMISA,15.16,0.00,1.00,15.16
CAMISA,CAMISA,TL-U03-418C.A-BK/XL,20220710-PANAMA-MAGIC,H. CAMISA P/CABALLERO M/L TED LAPIDUS BLACK,,Unidad,TED LAPIDUS CAMISA,15.16,0.00,3.00,45.48
CAMISA,CAMISA,TL-U04-202.A-BU/M,20220710-PANAMA-MAGIC,H. CAMISA P/CABALLERO M/C TED LAPIDUS BLUE,,Unidad,TED LAPIDUS CAMISA,13.84,0.00,1.00,13.84
PANTALON / CABALLERO ,PANTALON / CABALLERO ,TL-U23-102A.A-SA/38,20220710-PANAMA-MAGIC,H. PANTALON DE VESTIR P/CABALLERO TED LAPIDUS SAND,,Unidad,TED LAPIDUS PANTALON P/CABALLERO,16.16,0.00,2.00,32.32
PANTALON / CABALLERO ,PANTALON / CABALLERO ,TL-U23-102B.A-KH/36,20220710-PANAMA-MAGIC,H. PANTALON DE VESTIR P/CABALLERO TED LAPIDUS KHAKI,,Unidad,TED LAPIDUS PANTALON P/CABALLERO,16.16,0.00,1.00,16.16
PANTALON / CABALLERO ,PANTALON / CABALLERO ,TL-U23-102B.A-KH/38,20220710-PANAMA-MAGIC,H. PANTALON DE VESTIR P/CABALLERO TED LAPIDUS KHAKI,,Unidad,TED LAPIDUS PANTALON P/CABALLERO,16.16,0.00,4.00,64.64
PANTALON / CABALLERO ,PANTALON / CABALLERO ,TL-U23-102B.A-KH/40,20220710-PANAMA-MAGIC,H. PANTALON DE VESTIR P/CABALLERO TED LAPIDUS KHAKI,,Unidad,TED LAPIDUS PANTALON P/CABALLERO,16.16,0.00,1.00,16.16
PANTALON / CABALLERO ,PANTALON / CABALLERO ,TL-U23-102C.A-NA/40,20220710-PANAMA-MAGIC,H. PANTALON DE VESTIR P/CABALLERO TED LAPIDUS NAVY,,Unidad,TED LAPIDUS PANTALON P/CABALLERO,16.16,0.00,1.00,16.16
CAMISA,CAMISA,TL-X03-214A.A/S,20230613-PANAMA,H. CAMISA M/L DK. DENIM TED LAPIDUS,,Unidad,TED LAPIDUS CAMISA,15.44,0.00,1.00,15.44
CAMISA,CAMISA,TL-X03-214A.A/XL,20230613-PANAMA,H. CAMISA M/L DK. DENIM TED LAPIDUS,,Unidad,TED LAPIDUS CAMISA,15.44,0.00,1.00,15.44
CAMISA,CAMISA,TL-X03-214B.A/L,20230613-PANAMA,H. CAMISA M/L LT. DENIM TED LAPIDUS,,Unidad,TED LAPIDUS CAMISA,15.44,0.00,1.00,15.44
CAMISA,CAMISA,TL-X03-214B.A/M,20230613-PANAMA,H. CAMISA M/L LT. DENIM TED LAPIDUS,,Unidad,TED LAPIDUS CAMISA,15.44,0.00,2.00,30.88
CAMISA,CAMISA,TL-X03-214B.A/S,20230613-PANAMA,H. CAMISA M/L LT. DENIM TED LAPIDUS,,Unidad,TED LAPIDUS CAMISA,15.44,0.00,1.00,15.44
CAMISA,CAMISA,TL-X03-214B.A/XL,20230613-PANAMA,H. CAMISA M/L LT. DENIM TED LAPIDUS,,Unidad,TED LAPIDUS CAMISA,15.44,0.00,2.00,30.88
CAMISA,CAMISA,TL-X03-222.A/S,20230613-PANAMA,H. CAMISA M/L MULTICOLOR TED LAPIDUS,,Unidad,TED LAPIDUS CAMISA,15.44,0.00,1.00,15.44
CAMISA,CAMISA,TL-X03-226.A/M,20230613-PANAMA,H. CAMISA M/L NAVY TED LAPIDUS,,Unidad,TED LAPIDUS CAMISA,15.44,0.00,2.00,30.88
CAMISA,CAMISA,TL-X04-515.A/L,20231213-PRESTIGE-PANAMA,H. CAMISA M/C HOMBRE TED LAPIDUS RED,,Unidad,TED LAPIDUS CAMISA,13.40,0.00,4.00,53.60
CAMISA,CAMISA,TL-X04-515.A/S,20231213-PRESTIGE-PANAMA,H. CAMISA M/C HOMBRE TED LAPIDUS RED,,Unidad,TED LAPIDUS CAMISA,13.40,0.00,1.00,13.40
CAMISA,CAMISA,TL-X04-515.A/XL,20231213-PRESTIGE-PANAMA,H. CAMISA M/C HOMBRE TED LAPIDUS RED,,Unidad,TED LAPIDUS CAMISA,13.40,0.00,1.00,13.40
CAMISA,CAMISA,TL-X04-517.A/L,20231213-PRESTIGE-PANAMA,H. CAMISA M/C HOMBRE TED LAPIDUS LT. BLUE,,Unidad,TED LAPIDUS CAMISA,13.40,0.00,1.00,13.40
CAMISA,CAMISA,TL-X04-517.A/M,20231213-PRESTIGE-PANAMA,H. CAMISA M/C HOMBRE TED LAPIDUS LT. BLUE,,Unidad,TED LAPIDUS CAMISA,13.40,0.00,1.00,13.40
BERMUDA,BERMUDA,TL-X25-501A.A/30,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS WHITE,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,2.00,25.56
BERMUDA,BERMUDA,TL-X25-501A.A/32,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS WHITE,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,5.00,63.90
BERMUDA,BERMUDA,TL-X25-501A.A/34,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS WHITE,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,7.00,89.46
BERMUDA,BERMUDA,TL-X25-501A.A/36,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS WHITE,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,2.00,25.56
BERMUDA,BERMUDA,TL-X25-501A.A/38,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS WHITE,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,4.00,51.12
BERMUDA,BERMUDA,TL-X25-501A.A/40,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS WHITE,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,2.00,25.56
BERMUDA,BERMUDA,TL-X25-501B.A/30,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS NAVY,,Unidad,TED LAPIDUS BERMUDAS,12.92,0.00,1.00,12.92
BERMUDA,BERMUDA,TL-X25-501B.A/32,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS NAVY,,Unidad,TED LAPIDUS BERMUDAS,12.97,0.00,1.00,12.97
BERMUDA,BERMUDA,TL-X25-501B.A/34,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS NAVY,,Unidad,TED LAPIDUS BERMUDAS,12.90,0.00,2.00,25.80
BERMUDA,BERMUDA,TL-X25-501B.A/36,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS NAVY,,Unidad,TED LAPIDUS BERMUDAS,12.92,0.00,3.00,38.76
BERMUDA,BERMUDA,TL-X25-501B.A/38,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS NAVY,,Unidad,TED LAPIDUS BERMUDAS,12.92,0.00,4.00,51.68
BERMUDA,BERMUDA,TL-X25-501B.A/40,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS NAVY,,Unidad,TED LAPIDUS BERMUDAS,12.92,0.00,2.00,25.84
BERMUDA,BERMUDA,TL-X25-501C.A/30,20230613-PANAMA,H. BERMUDA P/HOMBRE CHARCOAL TED LAPIDUS,,Unidad,TED LAPIDUS BERMUDAS,13.07,0.00,1.00,13.07
BERMUDA,BERMUDA,TL-X25-501C.A/32,20230613-PANAMA,H. BERMUDA P/HOMBRE CHARCOAL TED LAPIDUS,,Unidad,TED LAPIDUS BERMUDAS,13.07,0.00,2.00,26.14
BERMUDA,BERMUDA,TL-X25-501C.A/34,20230613-PANAMA,H. BERMUDA P/HOMBRE CHARCOAL TED LAPIDUS,,Unidad,TED LAPIDUS BERMUDAS,13.07,0.00,2.00,26.14
BERMUDA,BERMUDA,TL-X25-501C.A/36,20230613-PANAMA,H. BERMUDA P/HOMBRE CHARCOAL TED LAPIDUS,,Unidad,TED LAPIDUS BERMUDAS,13.07,0.00,3.00,39.21
BERMUDA,BERMUDA,TL-X25-501C.A/38,20230613-PANAMA,H. BERMUDA P/HOMBRE CHARCOAL TED LAPIDUS,,Unidad,TED LAPIDUS BERMUDAS,13.07,0.00,1.00,13.07
BERMUDA,BERMUDA,TL-X25-501C.A/40,20230613-PANAMA,H. BERMUDA P/HOMBRE CHARCOAL TED LAPIDUS,,Unidad,TED LAPIDUS BERMUDAS,13.07,0.00,1.00,13.07
BERMUDA,BERMUDA,TL-X25-501D.A/30,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS SAND,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,1.00,12.78
BERMUDA,BERMUDA,TL-X25-501D.A/32,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS SAND,,Unidad,TED LAPIDUS BERMUDAS,12.88,0.00,3.00,38.64
BERMUDA,BERMUDA,TL-X25-501D.A/34,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS SAND,,Unidad,TED LAPIDUS BERMUDAS,12.90,0.00,2.00,25.80
BERMUDA,BERMUDA,TL-X25-501D.A/36,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS SAND,,Unidad,TED LAPIDUS BERMUDAS,12.92,0.00,5.00,64.60
BERMUDA,BERMUDA,TL-X25-501D.A/38,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS SAND,,Unidad,TED LAPIDUS BERMUDAS,12.92,0.00,4.00,51.68
BERMUDA,BERMUDA,TL-X25-501D.A/40,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS SAND,,Unidad,TED LAPIDUS BERMUDAS,12.92,0.00,1.00,12.92
BERMUDA,BERMUDA,TL-X25-501F.A/30,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS LT. BLUE,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,2.00,25.56
BERMUDA,BERMUDA,TL-X25-501F.A/32,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS LT. BLUE,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,4.00,51.12
BERMUDA,BERMUDA,TL-X25-501F.A/34,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS LT. BLUE,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,3.00,38.34
BERMUDA,BERMUDA,TL-X25-501F.A/38,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS LT. BLUE,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,2.00,25.56
BERMUDA,BERMUDA,TL-X25-501G.A/30,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS CORAL,,Unidad,TED LAPIDUS BERMUDAS,12.92,0.00,4.00,51.68
BERMUDA,BERMUDA,TL-X25-501G.A/32,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS CORAL,,Unidad,TED LAPIDUS BERMUDAS,12.84,0.00,4.00,51.36
BERMUDA,BERMUDA,TL-X25-501G.A/34,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS CORAL,,Unidad,TED LAPIDUS BERMUDAS,12.85,0.00,3.00,38.55
BERMUDA,BERMUDA,TL-X25-501G.A/36,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS CORAL,,Unidad,TED LAPIDUS BERMUDAS,12.85,0.00,6.00,77.10
BERMUDA,BERMUDA,TL-X25-501G.A/38,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS CORAL,,Unidad,TED LAPIDUS BERMUDAS,12.84,0.00,4.00,51.36
BERMUDA,BERMUDA,TL-X25-501G.A/40,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS CORAL,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,2.00,25.56
BERMUDA,BERMUDA,TL-X25-502A.A/L,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS WHITE,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,2.00,25.56
BERMUDA,BERMUDA,TL-X25-502A.A/M,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS WHITE,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,2.00,25.56
BERMUDA,BERMUDA,TL-X25-502A.A/S,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS WHITE,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,2.00,25.56
BERMUDA,BERMUDA,TL-X25-502A.A/XL,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS WHITE,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,1.00,12.78
BERMUDA,BERMUDA,TL-X25-502B.A/L,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS NAVY,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,7.00,89.46
BERMUDA,BERMUDA,TL-X25-502B.A/M,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS NAVY,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,6.00,76.68
BERMUDA,BERMUDA,TL-X25-502B.A/S,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS NAVY,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,1.00,12.78
BERMUDA,BERMUDA,TL-X25-502B.A/XL,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS NAVY,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,2.00,25.56
BERMUDA,BERMUDA,TL-X25-502C.A/L,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS KHAKI,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,2.00,25.56
BERMUDA,BERMUDA,TL-X25-502C.A/M,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS KHAKI,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,5.00,63.90
BERMUDA,BERMUDA,TL-X25-502C.A/S,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS KHAKI,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,2.00,25.56
BERMUDA,BERMUDA,TL-X25-502C.A/XL,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS KHAKI,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,3.00,38.34
BERMUDA,BERMUDA,TL-X25-502J.A/L,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS BLACK,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,7.00,89.46
BERMUDA,BERMUDA,TL-X25-502J.A/M,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS BLACK,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,6.00,76.68
BERMUDA,BERMUDA,TL-X25-502J.A/XL,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS BLACK,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,2.00,25.56
BERMUDA,BERMUDA,TL-X25-505B.A/30,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS NAVY,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,2.00,25.56
BERMUDA,BERMUDA,TL-X25-505B.A/32,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS NAVY,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,4.00,51.12
BERMUDA,BERMUDA,TL-X25-505B.A/34,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS NAVY,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,6.00,76.68
BERMUDA,BERMUDA,TL-X25-505B.A/36,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS NAVY,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,6.00,76.68
BERMUDA,BERMUDA,TL-X25-505B.A/38,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS NAVY,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,3.00,38.34
BERMUDA,BERMUDA,TL-X25-505B.A/40,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS NAVY,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,2.00,25.56
BERMUDA,BERMUDA,TL-X25-505D.A/30,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS KHAKI,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,2.00,25.56
BERMUDA,BERMUDA,TL-X25-505D.A/32,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS KHAKI,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,4.00,51.12
BERMUDA,BERMUDA,TL-X25-505D.A/34,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS KHAKI,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,6.00,76.68
BERMUDA,BERMUDA,TL-X25-505D.A/36,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS KHAKI,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,5.00,63.90
BERMUDA,BERMUDA,TL-X25-505D.A/38,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS KHAKI,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,4.00,51.12
BERMUDA,BERMUDA,TL-X25-505D.A/40,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS KHAKI,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,2.00,25.56
BERMUDA,BERMUDA,TL-X25-506.A/30,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS WHITE,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,1.00,12.78
BERMUDA,BERMUDA,TL-X25-506.A/32,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS WHITE,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,4.00,51.12
BERMUDA,BERMUDA,TL-X25-506.A/34,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS WHITE,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,3.00,38.34
BERMUDA,BERMUDA,TL-X25-506.A/36,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS WHITE,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,1.00,12.78
BERMUDA,BERMUDA,TL-X25-506.A/38,20231213-PRESTIGE-PANAMA,H. BERMUDA P/HOMBRE TED LAPIDUS WHITE,,Unidad,TED LAPIDUS BERMUDAS,12.78,0.00,1.00,12.78
